# Star catalog based on Yale Bright Star Catalog v5 (http://tdc-www.harvard.edu/catalogs/bsc5.html)
# ;SAO;_RAJ2000;_DEJ2000;Vmag
5157;63735;206.57916666666665;38.50388888888889;5.94
5158;158165;206.8558333333333;-17.860000000000003;5.43
5159;82993;206.68041666666664;25.702222222222222;5.95
5160;120108;206.73791666666665;6.350555555555555;6.33
5161;7876;205.66374999999996;78.06444444444445;5.91
5162;100706;206.81541666666664;17.456666666666667;4.50
5163;63739;206.74916666666664;38.54277777777778;5.50
5164;28885;206.64875;54.43277777777777;5.70
5165;258683;208.91124999999997;-82.66611111111112;5.95
5166;204867;207.22958333333332;-35.70388888888889;6.53
5167;224469;207.37624999999997;-41.687777777777775;3.41
5168;44752;206.885;49.31333333333333;1.86
5169;204875;207.36124999999996;-34.450833333333335;4.19
5170;224471;207.40416666666664;-42.473888888888894;3.04
5171;252481;207.94749999999996;-69.40138888888889;5.75
5172;63760;207.16125;31.190277777777776;5.62
5173;158186;207.46791666666664;-18.134166666666665;4.97
5174;181999;207.52708333333334;-29.08138888888889;6.18
5175;204888;207.58083333333332;-39.901111111111106;6.44
5176;63763;207.23833333333332;39.54277777777778;7.4
5177;100725;207.36916666666664;15.797777777777778;4.07
5178;83015;207.4283333333333;21.264166666666668;4.91
5179;158192;207.64374999999998;-19.897222222222222;6.53
5180;2266;205.59624999999997;82.7525;5.98
5181;63772;207.43749999999997;36.632777777777775;6.38
5182;120132;207.60291666666663;5.497222222222223;6.01
5183;224489;207.94666666666666;-46.899166666666666;5.77
5184;241239;208.01999999999998;-52.81166666666666;5.25
5185;204911;207.90249999999997;-36.43333333333333;6.35
5186;182026;207.83499999999998;-24.390833333333333;6.45
5187;204916;207.95666666666662;-32.99444444444445;4.56
5188;204917;207.95874999999998;-32.99472222222222;6.06
5189;204922;208.00374999999997;-31.619444444444444;6.12
5190;16186;207.4395833333333;61.48916666666667;5.96
5191;63779;207.76874999999998;34.7725;6.65
5192;63781;207.78833333333333;34.66444444444444;5.87
5193;28901;207.61541666666665;58.53944444444444;6.46
5194;241262;208.4295833333333;-53.37361111111111;5.89
5195;252511;208.70374999999999;-67.6525;5.71
5196;63793;207.94791666666663;34.44416666666666;4.74
5197;100745;208.07666666666665;12.165277777777778;6.04
5198;204944;208.3020833333333;-31.92777777777778;4.73
5199;204955;208.38666666666663;-35.66416666666667;5.54
5200;224514;208.48708333333332;-47.128055555555555;6.10
5201;204963;208.46749999999997;-35.31444444444444;6.19
5202;100751;208.30374999999998;17.93277777777778;5.70
5203;16199;207.85791666666663;64.72333333333333;4.65
5204;16197;207.74666666666664;68.31527777777778;6.40
5205;182065;208.56916666666663;-28.56972222222222;6.04
5206;83055;208.29291666666663;28.648055555555555;5.90
5207;241294;208.8008333333333;-52.16111111111111;5.71
5208;224538;208.88499999999996;-47.288333333333334;2.55
5209;139613;208.67541666666665;-1.5030555555555556;5.15
5210;139618;208.74249999999998;-8.05888888888889;6.19
5211;241309;209.08249999999998;-54.13194444444444;6.14
5212;100766;208.67125;18.397777777777776;2.68
5213;241315;209.1375;-54.70444444444445;6.00
5214;204994;208.93541666666664;-31.285;6.51
5215;28928;208.46249999999995;53.728611111111114;5.70
5216;224555;209.08124999999998;-46.5925;5.83
5217;257107;210.13666666666663;-78.58999999999999;6.09
5218;252531;209.4120833333333;-63.68666666666666;4.71
5219;252534;209.62999999999997;-65.80055555555555;6.20
5220;100776;208.95833333333331;14.05638888888889;6.16
5221;120185;209.11624999999998;1.0505555555555557;5.91
5222;63837;209.04374999999996;32.0325;6.32
5223;182123;209.36541666666665;-23.022777777777776;6.14
5224;83084;209.14249999999996;27.491944444444446;5.01
